2019-04-07 21:11:32,824  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:32,847  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:32,883  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:32,920  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'pinno')]
2019-04-07 21:11:33,125  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,165  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,222  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,241  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,261  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,326  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'telephoneno')]
2019-04-07 21:11:33,550  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:33,580  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:33,634  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:33,653  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:33,669  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:33,696  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'emailid')]
2019-04-07 21:11:34,134  INFO [main] Guru99 Bank:64 - Trying to find Element By : By.xpath: //input[contains(@name,'password')]
2019-04-07 21:11:34,171  INFO [main] Guru99 Bank:68 - Found Element By : By.xpath: //input[contains(@name,'password')]
